player_display_name,position,season,recent_team,fantasy_points_ppr
DeAndre Hopkins,WR,2013,HOU,142.2
Rueben Randle,WR,2013,NYG,138.1
Jarrett Boykin,WR,2013,GB,135.1
Tavon Austin,WR,2013,LA,130.9
Steve Johnson,WR,2013,BUF,130.7
Danny Amendola,WR,2013,NE,129.4
Dexter McCluster,WR,2013,KC,128.6
Kenny Stills,WR,2013,NO,127.1
Jerome Simpson,WR,2013,MIN,126.6
Ted Ginn,WR,2013,CAR,124.5
Robert Woods,WR,2013,BUF,120.3
Jeremy Kerley,WR,2013,NYJ,114.4
Aaron Dobson,WR,2013,NE,112.9
Ace Sanders,WR,2013,JAX,110.64
Donnie Avery,WR,2013,KC,110.2
Julio Jones,WR,2013,ATL,109.7
Randall Cobb,WR,2013,GB,106.1
Mohamed Sanu,WR,2013,CIN,105.1
Reggie Wayne,WR,2013,IND,102.8
Kenbrell Thompkins,WR,2013,NE,102.6
Andre Roberts,WR,2013,ARI,102.1
Austin Pettis,WR,2013,LA,101.9
Jacoby Jones,WR,2013,BAL,100.5
Santana Moss,WR,2013,WAS,99.7
Greg Little,WR,2013,CLE,99.5
Rishard Matthews,WR,2013,MIA,97.8
Kris Durham,WR,2013,DET,97
Lance Moore,WR,2013,NO,94.7
Vincent Brown,WR,2013,LAC,94.2
Jason Avant,WR,2013,PHI,92.7
Davone Bess,WR,2013,CLE,92.2
Tiquan Underwood,WR,2013,TB,92
David Nelson,WR,2013,NYJ,90.3
Nate Burleson,WR,2013,DET,90.3
Chris Givens,WR,2013,LA,89.7
Cole Beasley,WR,2013,DAL,87.8
Jarius Wright,WR,2013,MIN,87.4
Mike Brown,WR,2013,JAX,86.6
Jerrel Jernigan,WR,2013,NYG,85.6
Leonard Hankerson,WR,2013,WAS,85.5
Earl Bennett,WR,2013,CHI,82.3
Brandon Gibson,WR,2013,MIA,80.6
Jermaine Kearse,WR,2013,SEA,80.6
Justin Hunter,WR,2013,TEN,77.4
Justin Blackmon,WR,2013,JAX,76.4
Santonio Holmes,WR,2013,NYJ,74.6
Andre Holmes,WR,2013,LV,74.1
Darrius Heyward-Bey,WR,2013,IND,70.5
Trevor Graham,WR,2013,BUF,70.5
Aldrick Robinson,WR,2013,WAS,66.1
Keshawn Martin,WR,2013,HOU,65.3
Marquise Goodwin,WR,2013,BUF,62.6
Stephen Hill,WR,2013,NYJ,62.2
Griff Whalen,WR,2013,IND,61.9
Robert Meachem,WR,2013,NO,60.3
Brian Quick,WR,2013,LA,60.2
Kevin Ogletree,WR,2013,DET,59.9
Mike Williams,WR,2013,TB,55.6
Tandon Doss,WR,2013,BAL,55.5
Andre Caldwell,WR,2013,DEN,54.7
Sidney Rice,WR,2013,SEA,54.1
Michael Crabtree,WR,2013,SF,53.4
Kerry Taylor,WR,2013,JAX,50.9
Stedman Bailey,WR,2013,LA,48.9
Miles Austin,WR,2013,DAL,48.4
Darius Johnson,WR,2013,ATL,47
Drew Davis,WR,2013,ATL,45.6
Da'Rick Rogers,WR,2013,IND,45.2
Josh Morgan,WR,2013,WAS,42.7
LaVon Brazill,WR,2013,IND,40.1
Junior Hemingway,WR,2013,KC,37.5
Dwayne Harris,WR,2013,DAL,35.6
Jeremy Ross,WR,2013,DET,34.7
Damian Williams,WR,2013,TEN,32.8
Andrew Hawkins,WR,2013,CIN,32.2
Jaron Brown,WR,2013,ARI,31
DeVier Posey,WR,2013,HOU,30.5
Travis Benjamin,WR,2013,CLE,26
Kyle Williams,WR,2013,SF,25.6
Marcus Thigpen,WR,2013,MIA,25.5
Brandon Stokley,WR,2013,BAL,24.5
Chris Owusu,WR,2013,TB,24.4
Clyde Gates,WR,2013,NYJ,24.2
Jacoby Ford,WR,2013,LV,22.4
Greg Salas,WR,2013,NYJ,22.3
A.J. Jenkins,WR,2013,KC,21.6
Josh Boyce,WR,2013,NE,21.1
Malcom Floyd,WR,2013,LAC,20.9
Michael Preston,WR,2013,TEN,20.7
Kenny Britt,WR,2013,TEN,20.6
Deonte Thompson,WR,2013,BAL,19.6
Brice Butler,WR,2013,LV,19.3
Domenik Hixon,WR,2013,CAR,18.5
Chris Hogan,WR,2013,BUF,18.3
Brittan Golden,WR,2013,ARI,17.6
Mario Manningham,WR,2013,SF,17.5
Ryan Broyles,WR,2013,DET,16.5
Myles White,WR,2013,GB,15.6
Seyi Ajirotutu,WR,2013,LAC,15.4
Josh Cooper,WR,2013,CLE,15
Stephen Burton,WR,2013,JAX,14.7
Marlon Moore,WR,2013,MIA,14.1
Louis Murphy,WR,2013,NYG,13.7
Ricardo Lockette,WR,2013,SEA,13
Trindon Holliday,WR,2013,DEN,12.7
Markus Wheaton,WR,2013,PIT,12.4
Austin Collie,WR,2013,NE,12.3
Eric Page,WR,2013,TB,12.2
Dane Sanzenbacher,WR,2013,CIN,12.1
Nick Toon,WR,2013,NO,10.8
Derek Moye,WR,2013,PIT,10
Josh Cribbs,WR,2013,NYJ,9.62
Pat Edwards,WR,2013,DET,9.6
Quinton Patton,WR,2013,SF,9
Kassim Osgood,WR,2013,SF,8.7
Lestar Jean,WR,2013,HOU,7.5
Nick Williams,WR,2013,WAS,6.5
Juron Criner,WR,2013,LV,6.2
Devin Hester,WR,2013,CHI,6
Greg Jenkins,WR,2013,LV,6
Jon Baldwin,WR,2013,SF,5.8
Lamaar Thomas,WR,2013,JAX,5.1
Jeremy Ebert,WR,2013,JAX,4.8
Skye Dawson,WR,2013,TB,4.7
Chad Hall,WR,2013,KC,4
Damaris Johnson,WR,2013,PHI,3.4
Marcus Easley,WR,2013,BUF,3.3
Marquess Wilson,WR,2013,CHI,3.3
Brian Tyms,WR,2013,CLE,3.2
Percy Harvin,WR,2013,SEA,2.7
Tori Gurley,WR,2013,CLE,2.5
Kevin Cone,WR,2013,ATL,2.2
Armanti Edwards,WR,2013,CLE,2
Ben Obomanu,WR,2013,NYJ,1.8
Eric Weems,WR,2013,CHI,1.8
Brandon Tate,WR,2013,CIN,1.6
Darius Reynaud,WR,2013,TEN,1.4
David Reed,WR,2013,IND,1.2
Brian Robiskie,WR,2013,ATL,0
Joe Anderson,WR,2013,CHI,0
Julian Talley,WR,2013,NYG,0
Marvin McNutt,WR,2013,CAR,0
Michael Campbell,WR,2013,NYJ,0
Ryan Spadola,WR,2013,NYJ,0
Stephen Williams,WR,2013,JAX,0
Saalim Hakim,WR,2013,NYJ,-0.3
Marcel Reece,FB,2014,LV,76
Darrel Young,FB,2014,WAS,51.3
Bruce Miller,FB,2014,SF,47.8
Kyle Juszczyk,FB,2014,BAL,39.2
Mike Tolbert,FB,2014,CAR,29.1
Patrick DiMarco,FB,2014,ATL,21.2
James Casey,FB,2014,PHI,20.9
John Kuhn,FB,2014,GB,20.8
Jamize Olawale,FB,2014,LV,18.8
Jed Collins,FB,2014,DET,16.8
Erik Lorig,FB,2014,NO,16.1
Will Ta'ufo'ou,FB,2014,JAX,15.1
Frank Summers,FB,2014,BUF,13.6
Austin Johnson,FB,2014,NO,11.7
Derrick Coleman,FB,2014,SEA,10.9
James Develin,FB,2014,NE,10.8
Jorvorskie Lane,FB,2014,TB,7.1
Tommy Bohanon,FB,2014,NYJ,5.3
Jerome Felton,FB,2014,MIN,2.7
Will Tukuafu,FB,2014,SEA,1.6
Henry Hynoski,FB,2014,NYG,1.3
Tyler Clutts,FB,2014,DAL,1.1
Aaron Rodgers,QB,2014,GB,354.14
Andrew Luck,QB,2014,IND,351.74
Russell Wilson,QB,2014,SEA,328.6
Peyton Manning,QB,2014,DEN,312.68
Ben Roethlisberger,QB,2014,PIT,306.78
Drew Brees,QB,2014,NO,303.98
Matt Ryan,QB,2014,ATL,284.26
Ryan Tannehill,QB,2014,MIA,279.5
Tom Brady,QB,2014,NE,278.06
Eli Manning,QB,2014,NYG,269.5
Tony Romo,QB,2014,DAL,266.3
Philip Rivers,QB,2014,LAC,265.64
Joe Flacco,QB,2014,BAL,262.44
Jay Cutler,QB,2014,CHI,255.58
Matthew Stafford,QB,2014,DET,251.58
Colin Kaepernick,QB,2014,SF,250.66
Cam Newton,QB,2014,CAR,248.98
Andy Dalton,QB,2014,CIN,225.62
Alex Smith,QB,2014,KC,220
Derek Carr,QB,2014,LV,192
Teddy Bridgewater,QB,2014,MIN,183.66
Ryan Fitzpatrick,QB,2014,HOU,179.72
Kyle Orton,QB,2014,BUF,176.12
Blake Bortles,QB,2014,JAX,168.22
Brian Hoyer,QB,2014,CLE,156.94
Geno Smith,QB,2014,NYJ,150.8
Mark Sanchez,QB,2014,PHI,139.42
Josh McCown,QB,2014,TB,126.94
Nick Foles,QB,2014,PHI,119.32
Austin Davis,QB,2014,LA,107.64
Carson Palmer,QB,2014,ARI,103.54
Drew Stanton,QB,2014,ARI,94.74
Shaun Hill,QB,2014,LA,90.28
Mike Glennon,QB,2014,TB,89.58
Robert Griffin,QB,2014,WAS,89.36
Kirk Cousins,QB,2014,WAS,88.4
Charlie Whitehurst,QB,2014,TEN,86.04
Zach Mettenberger,QB,2014,TEN,70.88
Jake Locker,QB,2014,TEN,63.92
Colt McCoy,QB,2014,WAS,62.88
EJ Manuel,QB,2014,BUF,58.72
Derek Anderson,QB,2014,CAR,50.44
Mike Vick,QB,2014,NYJ,43.46
Chad Henne,QB,2014,JAX,30.18
Case Keenum,QB,2014,HOU,22.9
Matt Cassel,QB,2014,MIN,22.8
Ryan Lindley,QB,2014,ARI,22.48
Brandon Weeden,QB,2014,DAL,20.02
Ryan Mallett,QB,2014,HOU,19.8
Matt Hasselbeck,QB,2014,IND,16.94
Jimmy Clausen,QB,2014,CHI,15.82
Christian Ponder,QB,2014,MIN,12.48
Jimmy Garoppolo,QB,2014,NE,12.18
Johnny Manziel,QB,2014,CLE,11.9
Chase Daniel,QB,2014,KC,11.78
Brad Smith,QB,2014,PHI,8.1
Brock Osweiler,QB,2014,DEN,6.08
Blaine Gabbert,QB,2014,SF,6.02
Matt McGloin,QB,2014,LV,5.46
Connor Shaw,QB,2014,CLE,3.98
Joe Webb,QB,2014,CAR,2.6
Ryan Nassib,QB,2014,NYG,2.1
Matt Simms,QB,2014,NYJ,1.76
Jason Campbell,QB,2014,CIN,1.06
Matt Moore,QB,2014,MIA,0.64
T.J. Yates,QB,2014,ATL,0.56
Tom Savage,QB,2014,HOU,0.48
Kellen Clemens,QB,2014,LAC,0.4
Jordan Palmer,QB,2014,TEN,0.18
Matt Barkley,QB,2014,PHI,0
Tarvaris Jackson,QB,2014,SEA,0
Bruce Gradkowski,QB,2014,PIT,-0.2
Tyrod Taylor,QB,2014,BAL,-0.3
Matt Flynn,QB,2014,GB,-2.36
Matt Schaub,QB,2014,LV,-3.72
Le'Veon Bell,RB,2014,PIT,370.5
DeMarco Murray,RB,2014,DAL,351.1
Matt Forte,RB,2014,CHI,346.6
Marshawn Lynch,RB,2014,SEA,302.3
Arian Foster,RB,2014,HOU,273.5
Eddie Lacy,RB,2014,GB,272.6
Jamaal Charles,RB,2014,KC,250.4
Justin Forsett,RB,2014,BAL,246.9
Lamar Miller,RB,2014,MIA,223.4
C.J. Anderson,RB,2014,DEN,211.3
Jeremy Hill,RB,2014,CIN,210.9
LeSean McCoy,RB,2014,PHI,199.4
Joique Bell,RB,2014,DET,198.2
Matt Asiata,RB,2014,MIN,194.2
Mark Ingram,RB,2014,NO,191.9
Fred Jackson,RB,2014,BUF,188.6
Alfred Morris,RB,2014,WAS,187.9
Giovani Bernard,RB,2014,CIN,187.9
Andre Ellington,RB,2014,ARI,177.5
Shane Vereen,RB,2014,NE,165.8
Frank Gore,RB,2014,SF,158.7
Darren Sproles,RB,2014,PHI,157.6
Ahmad Bradshaw,RB,2014,IND,154.5
Chris Ivory,RB,2014,NYJ,152.4
Jonathan Stewart,RB,2014,CAR,146
Branden Oliver,RB,2014,LAC,145.3
Andre Williams,RB,2014,NYG,145.1
Steven Jackson,RB,2014,ATL,141.5
Rashad Jennings,RB,2014,NYG,138.5
Tre Mason,RB,2014,LA,135.3
Benny Cunningham,RB,2014,LA,128.8
Roy Helu,RB,2014,WAS,127.3
Pierre Thomas,RB,2014,NO,123
Isaiah Crowell,RB,2014,CLE,122.4
Knile Davis,RB,2014,KC,121
Darren McFadden,RB,2014,LV,120.6
Chris Johnson,RB,2014,NYJ,115.4
Denard Robinson,RB,2014,JAX,113.6
Terrance West,RB,2014,CLE,112.7
Bobby Rainey,RB,2014,TB,111.1
Reggie Bush,RB,2014,DET,107
Alfred Blue,RB,2014,HOU,103.1
Ronnie Hillman,RB,2014,DEN,102.3
LeGarrette Blount,RB,2014,NE,98.1
Bishop Sankey,RB,2014,TEN,96.2
Cordarrelle Patterson,RB,2014,MIN,95.1
Theo Riddick,RB,2014,DET,94.7
Jerick McKinnon,RB,2014,MIN,94.3
Devonta Freeman,RB,2014,ATL,87.3
Latavius Murray,RB,2014,LV,85.7
Toby Gerhart,RB,2014,JAX,81.2
Doug Martin,RB,2014,TB,80.8
Jacquizz Rodgers,RB,2014,ATL,80
Antone Smith,RB,2014,ATL,77.6
James Starks,RB,2014,GB,77.3
Ben Tate,RB,2014,MIN,76.1
Robert Turbin,RB,2014,SEA,75.6
Dan Herron,RB,2014,IND,75.4
Jordan Todman,RB,2014,JAX,75.4
Carlos Hyde,RB,2014,SF,74.1
Jonas Gray,RB,2014,NE,72.9
Travaris Cadet,RB,2014,NO,72.8
Donald Brown,RB,2014,LAC,72.4
C.J. Spiller,RB,2014,BUF,71.5
Lorenzo Taliaferro,RB,2014,BAL,70.6
Anthony Dixon,RB,2014,BUF,68.1
Ryan Mathews,RB,2014,LAC,66.9
Khiry Robinson,RB,2014,NO,66.5
Stepfan Taylor,RB,2014,ARI,65.7
Zac Stacy,RB,2014,LA,64.5
Charles Sims,RB,2014,TB,60.5
Damien Williams,RB,2014,MIA,57.9
Leon Washington,RB,2014,TEN,55.6
Joseph Randle,RB,2014,DAL,54.6
Daniel Thomas,RB,2014,MIA,53.9
Stevan Ridley,RB,2014,NE,52
Juwan Thompson,RB,2014,DEN,51.7
Shonn Greene,RB,2014,TEN,51.5
Chris Polk,RB,2014,PHI,50.8
Bernard Pierce,RB,2014,BAL,49.9
Lance Dunbar,RB,2014,DAL,49.6
Bryce Brown,RB,2014,BUF,46.2
Bilal Powell,RB,2014,NYJ,40.3
Fozzy Whittaker,RB,2014,CAR,37.5
Montee Ball,RB,2014,DEN,36.4
Silas Redd,RB,2014,WAS,32.2
Peyton Hillis,RB,2014,NYG,30.2
Jonathan Grimes,RB,2014,HOU,29.9
DeAngelo Williams,RB,2014,CAR,29.3
Kerwynn Williams,RB,2014,ARI,27.7
Maurice Jones-Drew,RB,2014,LV,27.7
Ka'Deem Carey,RB,2014,CHI,26.5
Joe McKnight,RB,2014,KC,24.7
Joe Banyard,RB,2014,MIN,24
Anthony Sherman,RB,2014,KC,23.9
Robert Hughes,RB,2014,ARI,23.1
Knowshon Moreno,RB,2014,MIA,22.6
Storm Johnson,RB,2014,JAX,21.2
Rex Burkhead,RB,2014,CIN,20.6
Zurlon Tipton,RB,2014,IND,20.6
Marion Grice,RB,2014,ARI,20
Christine Michael,RB,2014,SEA,19.7
Orleans Darkwa,RB,2014,NYG,18.1
Brandon Bolden,RB,2014,NE,17.7
Chris Thompson,RB,2014,WAS,15.9
Darrin Reaves,RB,2014,CAR,15.9
Ronnie Brown,RB,2014,LAC,15.7
Jackie Battle,RB,2014,TEN,14.7
Jonathan Dwyer,RB,2014,ARI,13.9
John Conner,RB,2014,NYJ,13.5
Dri Archer,RB,2014,PIT,13.3
Danny Woodhead,RB,2014,LAC,12.2
Adrian Peterson,RB,2014,MIN,11.3
James White,RB,2014,NE,11.1
Chris Ogbonnaya,RB,2014,CAR,11
Will Johnson,RB,2014,PIT,10.1
Cedric Peerman,RB,2014,CIN,10
Cyrus Gray,RB,2014,KC,9.1
DuJuan Harris,RB,2014,GB,8.5
Trey Watts,RB,2014,LA,7.8
George Winn,RB,2014,DET,7.3
Fitzgerald Toussaint,RB,2014,BAL,6.9
Michael Cox,RB,2014,NYG,6.2
Alfonso Smith,RB,2014,SF,6
Ray Agnew,RB,2014,CLE,4.7
Mike James,RB,2014,TB,4.2
Jay Prosch,RB,2014,HOU,3.4
Antonio Andrews,RB,2014,TEN,3.1
Brian Leonard,RB,2014,NO,2.5
Jeremy Stewart,RB,2014,DEN,2.2
Shaun Draughn,RB,2014,LAC,1.9
Josh Harris,RB,2014,PIT,1.6
LaMichael James,RB,2014,MIA,0.9
Senorise Perry,RB,2014,CHI,0.9
Edwin Baker,RB,2014,NO,0.2
Charcandrick West,RB,2014,KC,0
Jalen Parmele,RB,2014,ARI,0
Tauren Poole,RB,2014,CAR,-2
Rob Gronkowski,TE,2014,NE,266.4
Jimmy Graham,TE,2014,NO,229.9
Antonio Gates,TE,2014,LAC,223.1
Martellus Bennett,TE,2014,CHI,221.6
Greg Olsen,TE,2014,CAR,220.8
Jordan Matthews,TE,2014,PHI,202.2
Travis Kelce,TE,2014,KC,177.2
Coby Fleener,TE,2014,IND,176.4
Delanie Walker,TE,2014,TEN,176
Jason Witten,TE,2014,DAL,164.3
Julius Thomas,TE,2014,DEN,163.9
Heath Miller,TE,2014,PIT,160.1
Larry Donnell,TE,2014,NYG,153.3
Zach Ertz,TE,2014,PHI,144.2
Jermaine Gresham,TE,2014,CIN,138
Charles Clay,TE,2014,MIA,136.5
Jared Cook,TE,2014,LA,133.4
Mychal Rivera,TE,2014,LV,133.4
Owen Daniels,TE,2014,BAL,124.7
Dwayne Allen,TE,2014,IND,116.5
Scott Chandler,TE,2014,BUF,114.7
Jordan Reed,TE,2014,WAS,94.5
Niles Paul,TE,2014,WAS,93.7
Timothy Wright,TE,2014,NE,87.7
Jace Amaro,TE,2014,NYJ,84.5
Lance Kendricks,TE,2014,LA,82.9
Andrew Quarless,TE,2014,GB,79.3
Jordan Cameron,TE,2014,CLE,78.4
Luke Willson,TE,2014,SEA,76.2
John Carlson,TE,2014,ARI,76
Anthony Fasano,TE,2014,KC,71.6
Brent Celek,TE,2014,PHI,70
Jeff Cumberland,TE,2014,NYJ,65.7
Levine Toilolo,TE,2014,ATL,64.8
Dion Sims,TE,2014,MIA,64.4
Vernon Davis,TE,2014,SF,62.9
Josh Hill,TE,2014,NO,61.6
Clay Harbor,TE,2014,JAX,60.9
Kyle Rudolph,TE,2014,MIN,59.1
Daniel Fells,TE,2014,NYG,56.8
Eric Ebron,TE,2014,DET,55.8
Chase Ford,TE,2014,MIN,54.8
Richard Rodgers,TE,2014,GB,54.5
Austin Seferian-Jenkins,TE,2014,TB,53.1
Marcedes Lewis,TE,2014,JAX,50.6
Rhett Ellison,TE,2014,MIN,47.8
Jim Dray,TE,2014,CLE,47.2
Benjamin Watson,TE,2014,NO,45.6
Garrett Graham,TE,2014,HOU,43.7
Gavin Escobar,TE,2014,DAL,43.5
Cooper Helfet,TE,2014,SEA,42.5
Jack Doyle,TE,2014,IND,41.8
Ladarius Green,TE,2014,LAC,41.6
Brandon Myers,TE,2014,TB,41
Jacob Tamme,TE,2014,DEN,34.9
Gary Barnidge,TE,2014,CLE,28.6
Dennis Pitta,TE,2014,BAL,28.5
Crockett Gillmore,TE,2014,BAL,28.1
Dante Rosario,TE,2014,CHI,27.6
Ed Dickson,TE,2014,CAR,27.5
Tony Moeaki,TE,2014,SEA,27.4
Ryan Griffin,TE,2014,HOU,25.1
Logan Paulsen,TE,2014,WAS,24.8
MarQueis Gray,TE,2014,BUF,22.4
Rob Housler,TE,2014,ARI,22
Cory Harkey,TE,2014,LA,21.5
Joseph Fauria,TE,2014,DET,21.4
Derek Carrier,TE,2014,SF,19.7
Virgil Green,TE,2014,DEN,19.7
Ryan Hewitt,TE,2014,CIN,18.6
Chase Coffman,TE,2014,TEN,18.4
Chris Gragg,TE,2014,BUF,17.8
Lee Smith,TE,2014,BUF,17.2
Brandon Pettigrew,TE,2014,DET,17
Adrien Robinson,TE,2014,NYG,16
Matt Spaeth,TE,2014,PIT,15.6
Brian Leonhardt,TE,2014,LV,15.5
Zach Miller,TE,2014,SEA,13.6
Zach Sudfeld,TE,2014,NYJ,13.5
C.J. Fiedorowicz,TE,2014,HOU,12.8
Darren Fells,TE,2014,ARI,12.1
Luke Stocker,TE,2014,TB,11.1
Nic Jacobs,TE,2014,JAX,9.6
James Hanna,TE,2014,DAL,8.8
Brandon Williams,TE,2014,CAR,8.4
Bear Pascoe,TE,2014,ATL,8.3
Brandon Bostick,TE,2014,GB,8.3
Michael Hoomanawanui,TE,2014,NE,7.4
Garrett Celek,TE,2014,SF,7.3
Logan Thomas,TE,2014,ARI,7.24
John Phillips,TE,2014,LAC,7.1
Kevin Brock,TE,2014,CIN,7.1
Michael Palmer,TE,2014,PIT,7.1
Trey Burton,TE,2014,PHI,7
Troy Niklas,TE,2014,ARI,6.8
Tyler Eifert,TE,2014,CIN,6.7
Phillip Supernaw,TE,2014,BAL,6
Gator Hoskins,TE,2014,MIA,5.1
Demetrius Harris,TE,2014,KC,5
Craig Stevens,TE,2014,TEN,4.6
Taylor Thompson,TE,2014,TEN,4.4
David Ausberry,TE,2014,LV,3.4
Vance McDonald,TE,2014,SF,3
Cameron Brate,TE,2014,TB,2.7
Marcel Jensen,TE,2014,JAX,1.8
David Johnson,TE,2014,LAC,1.4
Asante Cleveland,TE,2014,SF,0
Gerell Robinson,TE,2014,MIA,0
Jordan Thompson,TE,2014,DET,0
Kellen Davis,TE,2014,DET,0
Mickey Shuler,TE,2014,JAX,0
Richard Gordon,TE,2014,KC,0
Antonio Brown,WR,2014,PIT,388.9
Demaryius Thomas,WR,2014,DEN,340.9
Jordy Nelson,WR,2014,GB,327.9
Dez Bryant,WR,2014,DAL,316
Emmanuel Sanders,WR,2014,DEN,301.8
Julio Jones,WR,2014,ATL,297.4
Odell Beckham,WR,2014,NYG,297
Randall Cobb,WR,2014,GB,295.4
Jeremy Maclin,WR,2014,PHI,276.8
Alshon Jeffery,WR,2014,CHI,261.6
Golden Tate,WR,2014,DET,259.1
T.Y. Hilton,WR,2014,IND,258.5
Mike Evans,WR,2014,TB,245.1
DeAndre Hopkins,WR,2014,HOU,231
Julian Edelman,WR,2014,NE,228.6
Calvin Johnson,WR,2014,DET,226.7
Kelvin Benjamin,WR,2014,CAR,225.8
Anquan Boldin,WR,2014,SF,219.6
Steve Smith,WR,2014,BAL,219.5
Mike Wallace,WR,2014,MIA,212.8
Roddy White,WR,2014,ATL,212.1
Brandon LaFell,WR,2014,NE,210.6
DeSean Jackson,WR,2014,WAS,209.6
A.J. Green,WR,2014,CIN,205.3
Eric Decker,WR,2014,NYJ,200.2
Sammy Watkins,WR,2014,BUF,198
Torrey Smith,WR,2014,BAL,191.7
Andre Johnson,WR,2014,HOU,190.6
Jarvis Landry,WR,2014,MIA,189.4
Rueben Randle,WR,2014,NYG,182.8
Eddie Royal,WR,2014,LAC,181.2
Vincent Jackson,WR,2014,TB,180.2
Mohamed Sanu,WR,2014,CIN,179.26
Brandon Marshall,WR,2014,CHI,179.1
Keenan Allen,WR,2014,LAC,177.3
Marques Colston,WR,2014,NO,177.2
James Jones,WR,2014,LV,175.6
Kenny Stills,WR,2014,NO,173.9
Malcom Floyd,WR,2014,LAC,173.6
Greg Jennings,WR,2014,MIN,169.2
Kendall Wright,WR,2014,TEN,167.9
Doug Baldwin,WR,2014,SEA,167.3
Michael Floyd,WR,2014,ARI,165.3
Robert Woods,WR,2014,BUF,164.9
Michael Crabtree,WR,2014,SF,162.2
Pierre Garcon,WR,2014,WAS,161.2
Andrew Hawkins,WR,2014,CLE,158.9
Allen Hurns,WR,2014,JAX,154.7
Reggie Wayne,WR,2014,IND,151.9
Larry Fitzgerald,WR,2014,ARI,151.4
Terrance Williams,WR,2014,DAL,147.1
John Brown,WR,2014,ARI,147
Kenny Britt,WR,2014,LA,142.2
Andre Holmes,WR,2014,LV,140.3
Brandin Cooks,WR,2014,NO,139.3
Dwayne Bowe,WR,2014,KC,135.4
Percy Harvin,WR,2014,NYJ,131.5
Markus Wheaton,WR,2014,PIT,131.3
Martavis Bryant,WR,2014,PIT,130.1
Riley Cooper,WR,2014,PHI,128.7
Harry Douglas,WR,2014,ATL,120.6
Jarius Wright,WR,2014,MIN,119.9
Cecil Shorts,WR,2014,JAX,117.98
Allen Robinson,WR,2014,JAX,116.8
Nate Washington,WR,2014,TEN,116.7
Miles Austin,WR,2014,CLE,115.8
Devin Hester,WR,2014,ATL,114
Jerricho Cotchery,WR,2014,CAR,114
Wes Welker,WR,2014,DEN,107.4
Taylor Gabriel,WR,2014,CLE,105.1
Chris Hogan,WR,2014,BUF,103.6
Hakeem Nicks,WR,2014,IND,102.5
Davante Adams,WR,2014,GB,100.6
Jermaine Kearse,WR,2014,SEA,99.88
Cole Beasley,WR,2014,DAL,99
Brian Hartline,WR,2014,MIA,98.4
Steve Johnson,WR,2014,SF,96.5
Donte Moncrief,WR,2014,IND,96.1
Justin Hunter,WR,2014,TEN,95.8
Tavon Austin,WR,2014,LA,95.6
Andre Roberts,WR,2014,WAS,93.4
Charles D. Johnson,WR,2014,MIN,91.4
Jeremy Kerley,WR,2014,NYJ,89.8
Preston Parker,WR,2014,NYG,89.8
Stedman Bailey,WR,2014,LA,86.8
Marqise Lee,WR,2014,JAX,86.1
Louis Murphy,WR,2014,TB,81
Brian Quick,WR,2014,LA,80.5
Corey Brown,WR,2014,CAR,78.1
Jason Avant,WR,2014,KC,75.4
Kamar Aiken,WR,2014,BAL,74.7
Damaris Johnson,WR,2014,HOU,72
Travis Benjamin,WR,2014,CLE,68.5
Brice Butler,WR,2014,LV,67
Dexter McCluster,WR,2014,TEN,64.8
Brandon Gibson,WR,2014,MIA,64.5
Victor Cruz,WR,2014,NYG,62.7
Paul Richardson,WR,2014,SEA,62.1
De'Anthony Thomas,WR,2014,KC,61.9
Jeremy Ross,WR,2014,DET,61.3
Jaron Brown,WR,2014,ARI,56.9
Josh Gordon,WR,2014,CLE,54.3
Danny Amendola,WR,2014,NE,53
Derek Hagan,WR,2014,TEN,50.4
Marlon Brown,WR,2014,BAL,49.5
Brandon Lloyd,WR,2014,SF,49.4
Lance Moore,WR,2014,PIT,47.8
Kenbrell Thompkins,WR,2014,LV,47.7
Brandon Tate,WR,2014,CIN,44.4
Nick Toon,WR,2014,NO,42.9
Ricardo Lockette,WR,2014,SEA,42.7
Albert Wilson,WR,2014,KC,42
Ted Ginn,WR,2014,ARI,40
Corey Fuller,WR,2014,DET,39.2
Rishard Matthews,WR,2014,MIA,37.8
Marquess Wilson,WR,2014,CHI,37
Brenton Bersin,WR,2014,CAR,34.1
Adam Thielen,WR,2014,MIN,33.7
Chris Givens,WR,2014,LA,33.3
Bruce Ellington,WR,2014,SF,33
Greg Salas,WR,2014,NYJ,32.7
Eric Weems,WR,2014,ATL,32.2
Donnie Avery,WR,2014,KC,30.6
Austin Pettis,WR,2014,LA,29.8
Jacoby Jones,WR,2014,BAL,29.7
Mike Williams,WR,2014,BUF,28.2
Chris Owusu,WR,2014,NYJ,28.1
Dontrelle Inman,WR,2014,LAC,27.8
Josh Morgan,WR,2014,CHI,26
Vincent Brown,WR,2014,LV,23.8
Denarius Moore,WR,2014,LV,23.6
Rod Streater,WR,2014,LV,23.4
Michael Campanaro,WR,2014,BAL,23.2
Junior Hemingway,WR,2014,KC,22.8
Josh Huff,WR,2014,PHI,22.5
Santana Moss,WR,2014,WAS,21.6
Joseph Morgan,WR,2014,NO,19.9
Justin Brown,WR,2014,PIT,19.4
Dwayne Harris,WR,2014,DAL,19.3
Brian Tyms,WR,2014,NE,19.2
Kevin Norwood,WR,2014,SEA,19.2
Robert Meachem,WR,2014,NO,18.4
A.J. Jenkins,WR,2014,KC,18.1
Robert Herron,WR,2014,TB,17.8
