player_display_name,position,season,recent_team,fantasy_points_ppr
Chris Chandler,QB,2003,CHI,45.5
Tony Banks,QB,2003,HOU,44.42
Billy Volek,QB,2003,TEN,40.2
Mark Brunell,QB,2003,JAX,35.26
Brian Griese,QB,2003,MIA,34.02
Jesse Palmer,QB,2003,NYG,25.58
Rex Grossman,QB,2003,CHI,23.38
Danny Kanell,QB,2003,DEN,16.18
Neil O'Donnell,QB,2003,TEN,15.18
Steve Beuerlein,QB,2003,DEN,14.86
Kurt Kittner,QB,2003,ATL,12.94
Kurt Warner,QB,2003,LA,10.6
Shaun King,QB,2003,TB,9.2
Marques Tuiasosopo,QB,2003,LV,9.16
David Garrard,QB,2003,JAX,7.44
Todd Bouman,QB,2003,NO,7.34
Dave Ragone,QB,2003,HOU,7
Sage Rosenfels,QB,2003,MIA,5.9
Travis Brown,QB,2003,BUF,4.9
Rob Johnson,QB,2003,LV,3.82
Todd Collins,QB,2003,KC,2.26
Brock Huard,QB,2003,IND,1.78
Tee Martin,QB,2003,LV,1.56
Koy Detmer,QB,2003,PHI,1.28
Rohan Davey,QB,2003,NE,1.24
Trent Dilfer,QB,2003,SEA,1.14
Charlie Batch,QB,2003,PIT,0.98
Rodney Peete,QB,2003,CAR,0.76
Mike McMahon,QB,2003,DET,0.68
Jarious Jackson,QB,2003,DEN,0.54
Gibran Hamdan,QB,2003,WAS,0.28
Chad Hutchinson,QB,2003,DAL,0.02
Doug Pederson,QB,2003,GB,-0.06
Damon Huard,QB,2003,NE,-0.1
Alex Van Pelt,QB,2003,BUF,-4.64
Chris Redman,QB,2003,BAL,-5.28
Priest Holmes,RB,2003,KC,445
LaDainian Tomlinson,RB,2003,LAC,443.84
Ahman Green,RB,2003,GB,385
Deuce McAllister,RB,2003,NO,324.7
Jamal Lewis,RB,2003,BAL,322.8
Clinton Portis,RB,2003,DEN,312.5
Shaun Alexander,RB,2003,SEA,305
Fred Taylor,RB,2003,JAX,276.2
Ricky Williams,RB,2003,MIA,272.3
Edgerrin James,RB,2003,IND,265.9
Moe Williams,RB,2003,MIN,249.9
Tiki Barber,RB,2003,NYG,244.6
Travis Henry,RB,2003,BUF,235.1
Domanick Williams,RB,2003,HOU,227.2
Marshall Faulk,RB,2003,LA,221.8
Michael Pittman,RB,2003,TB,219.2
Stephen Davis,RB,2003,CAR,216.3
Brian Westbrook,RB,2003,PHI,210.5
Curtis Martin,RB,2003,NYJ,207
Kevan Barlow,RB,2003,SF,202.1
Rudi Johnson,RB,2003,CIN,186.3
Eddie George,RB,2003,TEN,171.4
Shawn Bryson,RB,2003,DET,166.6
Charlie Garner,RB,2003,LV,165.9
Warrick Dunn,RB,2003,ATL,165.8
T.J. Duckett,RB,2003,ATL,160.3
Duce Staley,RB,2003,PHI,157.9
Anthony Thomas,RB,2003,CHI,151
Troy Hambrick,RB,2003,DAL,148.1
Kevin Faulk,RB,2003,NE,147.8
Garrison Hearst,RB,2003,SF,142.9
Jerome Bettis,RB,2003,PIT,138.7
Correll Buckhalter,RB,2003,PHI,127.5
Amos Zereoue,RB,2003,PIT,126.3
Marcel Shipp,RB,2003,ARI,125.4
Thomas Jones,RB,2003,TB,118.7
Onterrio Smith,RB,2003,MIN,117.8
Jamel White,RB,2003,CLE,112.9
Tyrone Wheatley,RB,2003,LV,111.8
Antowain Smith,RB,2003,NE,103.4
Antwaan Randle El,RB,2003,PIT,100.14
Rock Cartwright,RB,2003,WAS,98.7
DeShaun Foster,RB,2003,CAR,95.6
Trung Canidate,RB,2003,WAS,88.8
Corey Dillon,RB,2003,CIN,84.2
Tony Fisher,RB,2003,GB,79.6
James Jackson,RB,2003,CLE,75.6
Arlen Harris,RB,2003,LA,74.7
Michael Bennett,RB,2003,MIN,73.9
Mike Anderson,RB,2003,DEN,73
William Green,RB,2003,CLE,72.9
Cory Schlesinger,RB,2003,DET,72.3
Chester Taylor,RB,2003,BAL,70.8
Olandis Gary,RB,2003,DET,70.3
Ladell Betts,RB,2003,WAS,69.2
Chad Morton,RB,2003,WAS,68.3
Ricky Williams,RB,2003,IND,67.2
Zack Crockett,RB,2003,LV,66.8
LaBrandon Toefield,RB,2003,JAX,64.98
Aveion Cason,RB,2003,DAL,64.68
LaMont Jordan,RB,2003,NYJ,64.1
Brandon Bennett,RB,2003,CIN,63.9
Derrick Blaylock,RB,2003,KC,62.3
Emmitt Smith,RB,2003,ARI,62.3
Justin Griffith,RB,2003,ATL,62
Najeh Davenport,RB,2003,GB,61.8
Stacey Mack,RB,2003,HOU,57.8
Lamar Gordon,RB,2003,LA,49.7
Stanley Pritchett,RB,2003,CHI,47.6
Dorsey Levens,RB,2003,NYG,46.6
Quentin Griffin,RB,2003,DEN,46.6
Fred Beasley,RB,2003,SF,45.8
Mike Cloud,RB,2003,NE,43.6
Lee Suggs,RB,2003,CLE,40.9
Jameel Cook,RB,2003,TB,37.9
Brock Forsey,RB,2003,CHI,37.8
Maurice Morris,RB,2003,SEA,37.1
Sammy Morris,RB,2003,BUF,37
Chris Brown,RB,2003,TEN,36.2
Nick Goings,RB,2003,CAR,34.6
Dominic Rhodes,RB,2003,IND,33.9
James Hodgins,RB,2003,ARI,32.4
Aaron Stecker,RB,2003,TB,32.3
Reuben Droughns,RB,2003,DEN,31.1
Travis Minor,RB,2003,MIA,30.6
Joe Burns,RB,2003,BUF,24.5
Steve Bush,RB,2003,ARI,24.1
Alan Ricard,RB,2003,BAL,23.1
Chris Fuamatu-Ma'afala,RB,2003,JAX,21.6
James Mungro,RB,2003,IND,20.6
Justin Fargas,RB,2003,LV,20.5
Artose Pinner,RB,2003,DET,18.9
David Allen,RB,2003,JAX,18.8
Adrian Murrell,RB,2003,DAL,17.9
Rabih Abdullah,RB,2003,CHI,17.2
Obafemi Ayanbadejo,RB,2003,MIA,17.1
Damien Anderson,RB,2003,ARI,16.4
Brian Mitchell,RB,2003,NYG,15.8
Larry Johnson,RB,2003,KC,15.7
Ki-Jana Carter,RB,2003,NO,15.3
Musa Smith,RB,2003,BAL,15.1
Rod Smart,RB,2003,CAR,15
Jamal Robertson,RB,2003,SF,13.6
Jesse Chatman,RB,2003,LAC,12.1
Erik Bickerstaff,RB,2003,DAL,11.6
Moran Norris,RB,2003,HOU,11
Tony Hollings,RB,2003,HOU,10.7
John Avery,RB,2003,MIN,10.4
Paul Smith,RB,2003,DET,10
Avon Cobourne,RB,2003,DET,9.7
Charles Stackhouse,RB,2003,MIN,9
Patrick Pass,RB,2003,NE,8.8
Adrian Peterson,RB,2003,CHI,8.5
Woody Dantzler,RB,2003,ATL,8.1
Josh Scobey,RB,2003,ARI,7.9
Lamar Smith,RB,2003,NO,7.3
R.J. Bowers,RB,2003,CLE,7.2
John Simon,RB,2003,WAS,6
Delvin Joyce,RB,2003,NYG,5.6
Sultan McCullough,RB,2003,WAS,5.2
Doug Chapman,RB,2003,MIN,5.1
Jonathan Wells,RB,2003,HOU,5.1
James Fenderson,RB,2003,NO,4.9
Omar Easy,RB,2003,KC,4.9
J.R. Redmond,RB,2003,LV,4.6
Jamar Martin,RB,2003,DAL,3.6
Fred McCrary,RB,2003,NE,3.5
Cecil Sapp,RB,2003,DEN,3.1
George Layne,RB,2003,ATL,2.8
Leon Johnson,RB,2003,LAC,2.6
Nicolas Luchey,RB,2003,GB,2.5
Reno Mahe,RB,2003,PHI,1.5
Fred McAfee,RB,2003,NO,1.3
Stephen Trejo,RB,2003,DET,1.2
Dan Klecko,RB,2003,NE,0.5
Ken Simonton,RB,2003,BUF,0.4
Kerry Carter,RB,2003,SEA,-0.2
Tony Gonzalez,TE,2003,KC,222.5
Shannon Sharpe,TE,2003,DEN,187
Todd Heap,TE,2003,BAL,154.4
Freddie Jones,TE,2003,ARI,124.7
Randy McMichael,TE,2003,MIA,120.8
Itula Mili,TE,2003,SEA,119.2
Alge Crumpler,TE,2003,ATL,115.2
Jeremy Shockey,TE,2003,NYG,115.2
Marcus Pollard,TE,2003,IND,112.1
Jimmy Kleinsasser,TE,2003,MIN,111.6
Daniel Graham,TE,2003,NE,102.9
Anthony Becht,TE,2003,NYJ,101.6
Erron Kinney,TE,2003,TEN,98.3
Desmond Clark,TE,2003,CHI,95.3
Billy Miller,TE,2003,HOU,93.5
Mikhael Ricks,TE,2003,DET,92.4
Jed Weaver,TE,2003,SF,84.7
Bubba Franks,TE,2003,GB,82.1
Jason Witten,TE,2003,DAL,75.7
Mark Campbell,TE,2003,BUF,73.9
Antonio Gates,TE,2003,LAC,72.9
Matt Schobel,TE,2003,CIN,69.2
Dallas Clark,TE,2003,IND,69
Christian Fauria,TE,2003,NE,68.5
Ernie Conwell,TE,2003,NO,67
Brandon Manumaleuna,TE,2003,LA,66.3
L.J. Smith,TE,2003,PHI,65
Doug Jolley,TE,2003,LV,62.8
Kyle Brady,TE,2003,JAX,61.1
Chad Lewis,TE,2003,PHI,58.3
Terry Jones,TE,2003,BAL,52.9
Ken Dilger,TE,2003,TB,52.4
Casey Fitzsimmons,TE,2003,DET,51
Wesley Walls,TE,2003,GB,48.2
Dan Campbell,TE,2003,DAL,45.5
Frank Wycheck,TE,2003,TEN,45.5
Tony Stewart,TE,2003,CIN,42.2
George Wrighster,TE,2003,JAX,40
Kris Mangum,TE,2003,CAR,36.9
Justin Peelle,TE,2003,LAC,35.3
David Martin,TE,2003,GB,32.9
Teyo Johnson,TE,2003,LV,32.8
Marcellus Rivers,TE,2003,NYG,32.5
Steve Heiden,TE,2003,CLE,31.4
Jay Riemersma,TE,2003,PIT,29.8
Darnell Sanders,TE,2003,CLE,28.5
Chris Baker,TE,2003,NYJ,27.7
Visanthe Shiancoe,TE,2003,NYG,27.6
Dave Moore,TE,2003,BUF,27.2
Reggie Kelly,TE,2003,CIN,27.1
Shad Meier,TE,2003,TEN,26.9
Jason Dunn,TE,2003,KC,26.5
Keith Heinrich,TE,2003,CLE,26.4
Todd Yoder,TE,2003,TB,25.8
Aaron Walker,TE,2003,SF,25.6
Cameron Cleeland,TE,2003,LA,24
Donald Lee,TE,2003,MIA,24
Jerame Tuman,TE,2003,PIT,23.3
Jermaine Wiggins,TE,2003,CAR,22
Josh Norman,TE,2003,LAC,19.2
Dustin Lyman,TE,2003,CHI,19
Brian Kozlowski,TE,2003,ATL,18.7
Rickey Dudley,TE,2003,TB,17.2
Jabari Holloway,TE,2003,HOU,16.4
Zeron Flemister,TE,2003,WAS,15.9
Jerramy Stevens,TE,2003,SEA,13.2
O.J. Santiago,TE,2003,LV,11.9
Walter Rasby,TE,2003,NO,11.5
Robert Royal,TE,2003,WAS,9.8
Will Heller,TE,2003,TB,9.5
Hunter Goodwin,TE,2003,MIN,8.6
Mike Seidman,TE,2003,CAR,8.5
Ryan Neufeld,TE,2003,BUF,8.5
Mark Bruener,TE,2003,PIT,8.1
Jeb Putzier,TE,2003,DEN,7.4
Byron Chamberlain,TE,2003,WAS,6.9
Chad Mustard,TE,2003,CLE,6.9
Chris Luzar,TE,2003,JAX,6
Patrick Hape,TE,2003,DEN,6
Randal Williams,TE,2003,DAL,6
Joe Dean Davenport,TE,2003,IND,5.3
Kevin Ware,TE,2003,WAS,4.7
Darnell Dinkins,TE,2003,NYG,3.6
Billy Baber,TE,2003,KC,3
Aaron Shea,TE,2003,CLE,2.9
Stephen Alexander,TE,2003,LAC,2
Spencer Nead,TE,2003,LA,1.6
Randy Moss,WR,2003,MIN,376
Torry Holt,WR,2003,LA,359.1
Chad Johnson,WR,2003,CIN,285.5
Anquan Boldin,WR,2003,ARI,284.7
Marvin Harrison,WR,2003,IND,277.5
Hines Ward,WR,2003,PIT,277.4
Derrick Mason,WR,2003,TEN,274.4
Steve Smith,WR,2003,CAR,251.2
Keenan McCardell,WR,2003,TB,247.9
Santana Moss,WR,2003,NYJ,247.2
Terrell Owens,WR,2003,SF,244
Laveranues Coles,WR,2003,WAS,242.3
Joe Horn,WR,2003,NO,237.36
Darrell Jackson,WR,2003,SEA,233.7
Chris Chambers,WR,2003,MIA,227.3
Peter Warrick,WR,2003,CIN,225.6
Isaac Bruce,WR,2003,LA,201.44
David Boston,WR,2003,LAC,199.8
Amani Toomer,WR,2003,NYG,199.2
Rod Smith,WR,2003,DEN,195.28
Reggie Wayne,WR,2003,IND,193.8
Andre Johnson,WR,2003,HOU,186.6
Koren Robinson,WR,2003,SEA,178.1
Justin McCareins,WR,2003,TEN,177.6
Eddie Kennison,WR,2003,KC,170.3
Plaxico Burress,WR,2003,PIT,169.3
Peerless Price,WR,2003,ATL,166.1
Javon Walker,WR,2003,GB,164.7
Terry Glenn,WR,2003,DAL,162.9
Jerry Rice,WR,2003,LV,159.1
Rod Gardner,WR,2003,WAS,158.84
Jimmy Smith,WR,2003,JAX,158.5
Bobby Engram,WR,2003,SEA,158
Johnnie Morton,WR,2003,KC,157.4
Deion Branch,WR,2003,NE,156.4
Dennis Northcutt,WR,2003,CLE,155.2
Ike Hilliard,WR,2003,NYG,154.7
Muhsin Muhammad,WR,2003,CAR,153.5
Bobby Shaw,WR,2003,BUF,151.2
Tai Streets,WR,2003,SF,148.5
Eric Moulds,WR,2003,BUF,148
Marty Booker,WR,2003,CHI,146.8
Kevin Johnson,WR,2003,JAX,139.4
Donald Driver,WR,2003,GB,131.2
Josh Reed,WR,2003,BUF,130.6
Andre Davis,WR,2003,CLE,130.4
Dez White,WR,2003,CHI,126.6
Travis Taylor,WR,2003,BAL,126.4
Az-Zahir Hakim,WR,2003,DET,123.84
Jerome Pathon,WR,2003,NO,123.8
Keyshawn Johnson,WR,2003,TB,123.1
Curtis Conway,WR,2003,NYJ,122
Tim Brown,WR,2003,LV,119.7
David Givens,WR,2003,NE,119
Dante Hall,WR,2003,KC,116.9
Ashley Lelie,WR,2003,DEN,116.1
James Thrash,WR,2003,PHI,116.1
Joey Galloway,WR,2003,DAL,115.4
Boo Williams,WR,2003,NO,114.6
Troy Brown,WR,2003,NE,113.9
Robert Ferguson,WR,2003,GB,113.2
Dane Looker,WR,2003,LA,112.94
Marcus Robinson,WR,2003,BAL,112.1
Quincy Morgan,WR,2003,CLE,107.2
Drew Bennett,WR,2003,TEN,106.96
Kelly Campbell,WR,2003,MIN,106.3
Antonio Bryant,WR,2003,DAL,106
Todd Pinkston,WR,2003,PHI,104.4
Darnerien McCants,WR,2003,WAS,103
Freddie Mitchell,WR,2003,PHI,101.8
Troy Edwards,WR,2003,JAX,100.8
Troy Walters,WR,2003,IND,100.2
Corey Bradford,WR,2003,HOU,94
Cedrick Wilson,WR,2003,SF,92.44
Ricky Proehl,WR,2003,CAR,89.9
Donte' Stallworth,WR,2003,NO,89.8
Charles Lee,WR,2003,TB,89.6
Bill Schroeder,WR,2003,DET,87.7
Jabar Gaffney,WR,2003,HOU,87.5
David Terrell,WR,2003,CHI,85.5
Nate Burleson,WR,2003,MIN,84.5
Bryant Johnson,WR,2003,ARI,82.8
James McKnight,WR,2003,MIA,77
Kelley Washington,WR,2003,CIN,76.4
Brian Finneran,WR,2003,ATL,74.8
Tyrone Calico,WR,2003,TEN,74.2
Jerry Porter,WR,2003,LV,69.1
Charles Rogers,WR,2003,DET,66
Scotty Anderson,WR,2003,DET,63.5
Eric Parker,WR,2003,LAC,62.5
Derrius Thompson,WR,2003,MIA,61.9
Wayne Chrebet,WR,2003,NYJ,61.9
Brandon Stokley,WR,2003,IND,61.1
Justin Gage,WR,2003,CHI,60.8
Tim Carter,WR,2003,NYG,56.9
Bethel Johnson,WR,2003,NE,53.7
Kassim Osgood,WR,2003,LAC,52.8
Bryan Gilmore,WR,2003,ARI,50.3
Brandon Lloyd,WR,2003,SF,49.2
Chris Doering,WR,2003,PIT,48
Matt Hatchette,WR,2003,JAX,47.3
Tim Dwight,WR,2003,LAC,42.1
Mike Furrey,WR,2003,LA,39.4
Michael L. Lewis,WR,2003,NO,38.8
Ed McCaffrey,WR,2003,DEN,38.5
Pat Johnson,WR,2003,WAS,38
Nate Poole,WR,2003,ARI,36.7
David Tyree,WR,2003,NYG,36.2
D'Wayne Bates,WR,2003,MIN,36.1
Joe Jurevicius,WR,2003,TB,35.8
Cortez Hankton,WR,2003,JAX,33.6
Reggie Swinton,WR,2003,DET,32.1
Frank Sanders,WR,2003,BAL,31
J.J. Stokes,WR,2003,NE,30.4
Antonio Freeman,WR,2003,GB,28.1
Jimmy Farris,WR,2003,ATL,28
Alvis Whitted,WR,2003,LV,27.3
Bobby Wade,WR,2003,CHI,27.1
Marc Boerigter,WR,2003,KC,26.8
Jonathan Carter,WR,2003,NYJ,25.3
Andre King,WR,2003,CLE,23.8
Dedric Ward,WR,2003,NE,23.6
David Patten,WR,2003,NE,23.4
Quentin McCord,WR,2003,ATL,21.3
Jermaine Lewis,WR,2003,JAX,20.6
Karl Williams,WR,2003,TB,20.6
Derick Armstrong,WR,2003,HOU,20.5
Reche Caldwell,WR,2003,LAC,19.9
Aaron Moorehead,WR,2003,IND,17.1
Shaun McDonald,WR,2003,LA,16.9
Dondre Gilliam,WR,2003,LAC,15.5
Greg Lewis,WR,2003,PHI,15.5
Alex Bannister,WR,2003,SEA,15.1
Clarence Coleman,WR,2003,BUF,14.9
Taylor Jacobs,WR,2003,WAS,12.7
Kevin Lockett,WR,2003,NYJ,12.6
Eddie Berlin,WR,2003,TEN,12
Kevin Swayne,WR,2003,NYJ,10.9
Shawn Jefferson,WR,2003,DET,10.9
Willie Ponder,WR,2003,NYG,10.5
Jimmy Redmond,WR,2003,JAX,9.7
Reggie Barlow,WR,2003,TB,9.7
Jason McAddley,WR,2003,ARI,9.3
Oronde Gadsden,WR,2003,MIA,8.8
Doug Gabriel,WR,2003,LV,8.7
David Kircus,WR,2003,DET,8.3
Ronald Curry,WR,2003,LV,8.1
Ahmad Merritt,WR,2003,CHI,8
Edell Shepherd,WR,2003,TB,7.8
Zuriel Smith,WR,2003,DAL,7.6
Kendall Newson,WR,2003,MIA,7.5
Chris Cole,WR,2003,DEN,7.4
Sam Aiken,WR,2003,BUF,6.5
Eddie Drummond,WR,2003,DET,6.1
Talman Gardner,WR,2003,NO,5.9
Kevin Curtis,WR,2003,LA,5.3
Frisman Jackson,WR,2003,CLE,4.9
Kevin Walter,WR,2003,CIN,4.8
Karl Hankton,WR,2003,CAR,4.7
Adrian Madise,WR,2003,DEN,4
Lee Mays,WR,2003,PIT,3.7
Keenan Howry,WR,2003,MIN,3.5
Kevin Dyson,WR,2003,CAR,3.5
Cliff Russell,WR,2003,WAS,3
Kevin Kasper,WR,2003,ARI,2.9
Ron Johnson,WR,2003,BAL,2.2
Terrence Edwards,WR,2003,ATL,2
Antonio Brown,WR,2003,BUF,1.7
Derrick Lewis,WR,2003,NO,1.7
Larry Foster,WR,2003,ARI,1.7
Arnaz Battle,WR,2003,SF,1.4
Billy McMullen,WR,2003,PHI,1.2
Brad Pyatt,WR,2003,IND,1.2
Jerald Sowell,FB,2004,NYJ,86
Richie Anderson,FB,2004,DAL,80.34
Mike Alstott,FB,2004,TB,80.2
William Henderson,FB,2004,GB,75.9
Brad Hoover,FB,2004,CAR,73.7
Verron Haynes,FB,2004,PIT,71.4
Mack Strong,FB,2004,SEA,42
Tony Richardson,FB,2004,KC,36.4
Bryan Johnson,FB,2004,CHI,31.5
Daimon Shelton,FB,2004,BUF,28.4
Jim Finn,FB,2004,NYG,26.9
Jeremi Johnson,FB,2004,CIN,25.8
Dan Kreider,FB,2004,PIT,25.3
Robert Holcombe,FB,2004,TEN,23.2
Darian Barnes,FB,2004,DAL,22.9
Lorenzo Neal,FB,2004,LAC,22.9
Rob Konrad,FB,2004,MIA,22.7
Josh Parry,FB,2004,PHI,16.5
Terrelle Smith,FB,2004,CLE,11.8
Marc Edwards,FB,2004,JAX,11.1
Mike Karney,FB,2004,NO,10.9
Jon Ritchie,FB,2004,PHI,7.6
B.J. Askew,FB,2004,NYJ,5.5
Heath Evans,FB,2004,SEA,5.2
Chris Hetherington,FB,2004,LV,4.2
Lousaka Polite,FB,2004,DAL,1.4
Adam Vinatieri,K,2004,NE,4.16
Jay Feely,K,2004,ATL,0.8
Jeff Wilkins,K,2004,LA,-0.5
Paul Edinger,K,2004,CHI,-2
Daunte Culpepper,QB,2004,MIN,373.28
Peyton Manning,QB,2004,IND,360.08
Donovan McNabb,QB,2004,PHI,291.1
Trent Green,QB,2004,KC,260.06
Jake Plummer,QB,2004,DEN,257.06
Brett Favre,QB,2004,GB,255.04
Jake Delhomme,QB,2004,CAR,248.54
Aaron Brooks,QB,2004,NO,247.4
Drew Brees,QB,2004,LAC,243.66
Marc Bulger,QB,2004,LA,235.46
Tom Brady,QB,2004,NE,224.4
Mike Vick,QB,2004,ATL,218.72
Matt Hasselbeck,QB,2004,SEA,211
David Carr,QB,2004,HOU,203.86
Byron Leftwich,QB,2004,JAX,190.74
Joey Harrington,QB,2004,DET,187.38
Kerry Collins,QB,2004,LV,181.3
Vinny Testaverde,QB,2004,DAL,172.92
Chad Pennington,QB,2004,NYJ,167.52
Ben Roethlisberger,QB,2004,PIT,167.24
Drew Bledsoe,QB,2004,BUF,160.48
Brian Griese,QB,2004,TB,159.58
Billy Volek,QB,2004,TEN,159.3
Carson Palmer,QB,2004,CIN,158.58
Kyle Boller,QB,2004,BAL,145.26
Josh McCown,QB,2004,ARI,140.14
Jeff Garcia,QB,2004,CLE,108.14
Tim Rattay,QB,2004,SF,106.26
Kurt Warner,QB,2004,NYG,99.16
A.J. Feeley,QB,2004,MIA,91.02
Patrick Ramsey,QB,2004,WAS,84.5
Steve McNair,QB,2004,TEN,82.52
Mark Brunell,QB,2004,WAS,65.96
Jay Fiedler,QB,2004,MIA,57.34
Ken Dorsey,QB,2004,SF,49.94
Eli Manning,QB,2004,NYG,49.22
Kelly Holcomb,QB,2004,CLE,47.28
Chad Hutchinson,QB,2004,CHI,39.52
Jon Kitna,QB,2004,CIN,39.12
Brad Johnson,QB,2004,TB,35.26
David Garrard,QB,2004,JAX,34.56
Quincy Carter,QB,2004,NYJ,31.92
Rich Gannon,QB,2004,LV,31.56
Doug Flutie,QB,2004,LAC,30.94
Luke McCown,QB,2004,CLE,30.82
Craig Nall,QB,2004,GB,29.26
Rex Grossman,QB,2004,CHI,29.08
Craig Krenzel,QB,2004,CHI,22.82
Jonathan Quinn,QB,2004,CHI,18.02
Shaun King,QB,2004,ARI,17.08
Jim Sorgi,QB,2004,IND,14.5
Chris Simms,QB,2004,TB,14.08
Trent Dilfer,QB,2004,SEA,12.72
Matt Schaub,QB,2004,ATL,11.76
Tommy Maddox,QB,2004,PIT,10.66
Chris Chandler,QB,2004,LA,8.6
Sage Rosenfels,QB,2004,MIA,8.56
Jamie Martin,QB,2004,LA,7.52
Jeff Blake,QB,2004,PHI,5.64
Shane Matthews,QB,2004,BUF,5.46
Philip Rivers,QB,2004,LAC,4.82
Drew Henson,QB,2004,DAL,3.82
Mike McMahon,QB,2004,DET,2.88
John Navarre,QB,2004,ARI,2.72
Brooks Bollinger,QB,2004,NYJ,2.6
Doug Johnson,QB,2004,TEN,2.52
Doug Pederson,QB,2004,GB,2.3
Todd Collins,QB,2004,KC,2.08
Rohan Davey,QB,2004,NE,2.06
Koy Detmer,QB,2004,PHI,1.58
Tony Banks,QB,2004,HOU,0.64
Rodney Peete,QB,2004,CAR,0.02
Gus Frerotte,QB,2004,MIN,0
Kordell Stewart,QB,2004,BAL,-0.1
J.T. O'Sullivan,QB,2004,GB,-0.2
Brian St. Pierre,QB,2004,PIT,-0.3
J.P. Losman,QB,2004,BUF,-1.22
Cody Pickett,QB,2004,SF,-1.3
Tiki Barber,RB,2004,NYG,347.6
LaDainian Tomlinson,RB,2004,LAC,334.12
Shaun Alexander,RB,2004,SEA,322.8
Domanick Williams,RB,2004,HOU,322.6
Curtis Martin,RB,2004,NYJ,319.2
Edgerrin James,RB,2004,IND,306.1
Brian Westbrook,RB,2004,PHI,276.1
Corey Dillon,RB,2004,NE,260.8
Clinton Portis,RB,2004,WAS,233.6
Thomas Jones,RB,2004,CHI,233.5
Rudi Johnson,RB,2004,CIN,233.1
Ahman Green,RB,2004,GB,228.6
Willis McGahee,RB,2004,BUF,225.7
Reuben Droughns,RB,2004,DEN,222.1
Michael Pittman,RB,2004,TB,220.7
Warrick Dunn,RB,2004,ATL,218.9
Priest Holmes,RB,2004,KC,212.9
Deuce McAllister,RB,2004,NO,210.2
Fred Taylor,RB,2004,JAX,206.9
Nick Goings,RB,2004,CAR,206.5
Kevin Jones,RB,2004,DET,193.3
Jerome Bettis,RB,2004,PIT,187.1
Marshall Faulk,RB,2004,LA,184.4
Kevan Barlow,RB,2004,SF,176.4
Emmitt Smith,RB,2004,ARI,176.04
Larry Johnson,RB,2004,KC,173.9
Chris Brown,RB,2004,TEN,169.4
Jamal Lewis,RB,2004,BAL,164.2
Derrick Blaylock,RB,2004,KC,157.3
Onterrio Smith,RB,2004,MIN,153.8
Julius Jones,RB,2004,DAL,145.8
Chester Taylor,RB,2004,BAL,129.8
Steven Jackson,RB,2004,LA,129.2
Amos Zereoue,RB,2004,LV,125.9
Antwaan Randle El,RB,2004,PIT,124.9
Lee Suggs,RB,2004,CLE,124.2
Sammy Morris,RB,2004,MIA,122.7
Antowain Smith,RB,2004,TEN,111.8
Tony Fisher,RB,2004,GB,104.42
Shawn Bryson,RB,2004,DET,100.6
T.J. Duckett,RB,2004,ATL,99.4
Duce Staley,RB,2004,PIT,96.5
Kevin Faulk,RB,2004,NE,92.3
William Green,RB,2004,CLE,88.9
Mewelde Moore,RB,2004,MIN,88.7
Aaron Stecker,RB,2004,NO,86.8
Moe Williams,RB,2004,MIN,84.4
LaMont Jordan,RB,2004,NYJ,84.1
Dorsey Levens,RB,2004,PHI,83.2
Eddie George,RB,2004,DAL,82.5
Michael Bennett,RB,2004,MIN,81.3
Anthony Thomas,RB,2004,CHI,80.6
Tyrone Wheatley,RB,2004,LV,79.5
Jonathan Wells,RB,2004,HOU,78.8
Travis Minor,RB,2004,MIA,78
Maurice Hicks,RB,2004,SF,73.6
Obafemi Ayanbadejo,RB,2004,ARI,72.3
Tatum Bell,RB,2004,DEN,70.6
Ladell Betts,RB,2004,WAS,68.9
J.R. Redmond,RB,2004,LV,65.2
LaBrandon Toefield,RB,2004,JAX,64
Patrick Pass,RB,2004,NE,63.6
Kenny Watson,RB,2004,CIN,61.9
Jesse Chatman,RB,2004,LAC,60.9
Quentin Griffin,RB,2004,DEN,59.9
Zack Crockett,RB,2004,LV,59.9
Najeh Davenport,RB,2004,GB,55.2
DeShaun Foster,RB,2004,CAR,54.1
Justin Griffith,RB,2004,ATL,53.9
Troy Fleming,RB,2004,TEN,51.4
Artose Pinner,RB,2004,DET,47.6
Travis Henry,RB,2004,BUF,47.1
Josh Scobey,RB,2004,ARI,46
Troy Hambrick,RB,2004,ARI,45.9
Terry Jackson,RB,2004,SF,42.7
Dominic Rhodes,RB,2004,IND,39.8
Greg Jones,RB,2004,JAX,38.5
Cory Schlesinger,RB,2004,DET,37.8
Reno Mahe,RB,2004,PHI,35.4
Justin Fargas,RB,2004,LV,34.4
Kyle Johnson,RB,2004,DEN,33.6
Shaud Williams,RB,2004,BUF,33.6
Jason McKie,RB,2004,CHI,32.1
James Mungro,RB,2004,IND,30.5
Mike Cloud,RB,2004,NYG,28.3
Maurice Morris,RB,2004,SEA,26.9
Lamar Gordon,RB,2004,MIA,26.8
Charlie Garner,RB,2004,TB,26.3
Ron Dayne,RB,2004,NYG,25.6
Joey Goodspeed,RB,2004,LA,24.7
Willie Parker,RB,2004,PIT,23.2
B.J. Sams,RB,2004,BAL,21.1
ReShard Lee,RB,2004,DAL,20.2
Chris Fuamatu-Ma'afala,RB,2004,JAX,18.8
Alan Ricard,RB,2004,BAL,18.5
Garrison Hearst,RB,2004,DEN,18.1
Jameel Cook,RB,2004,TB,17.4
